idx,description_eng,description_deu,description_spa,description_fra,description_jpn,description_kor,description_por,description_ita,description_fas,description_ind,description_zho,description_rus,description_tur,description_ary,description_arb
1001,costa rica,flagge costa rica,bandera costa rica,drapeau costa rica,旗 コスタリカ,깃발 코스타리카,bandeira costa rica,bandiera costa rica,پرچم کاستاریکا,bendera kosta rika,哥斯达黎加,флаг коста рика,bayrak kosta rika,Costa Rica,علم كوستاريكا
1002,croatia,flagge kroatien,bandera croacia,drapeau croatie,旗 クロアチア,깃발 크로아티아,bandeira croácia,bandiera croazia,پرچم کرواسی,bendera kroasia,克罗地亚,флаг хорватия,bayrak hırvatistan,Croatia,علم كرواتيا
1003,cuba,flagge kuba,bandera cuba,drapeau cuba,旗 キューバ,깃발 쿠바,bandeira cuba,bandiera cuba,پرچم کوبا,bendera kuba,古巴,флаг куба,bayrak küba,Cuba,علم كوبا
1004,curaçao,flagge curaçao,bandera curazao,drapeau curaçao,旗 キュラソー,깃발 퀴라소,bandeira curaçao,bandiera curaçao,پرچم کوراسائو,bendera curaçao,库拉索,флаг кюрасао,bayrak curaçao,Curassao,علم كوراساو
1005,cyprus,flagge zypern,bandera chipre,drapeau chypre,旗 キプロス,깃발 키프로스,bandeira chipre,bandiera cipro,پرچم قبرس,bendera siprus,塞浦路斯,флаг кипр,bayrak kıbrıs,9obros,علم قبرص
1006,czechia,flagge tschechien,bandera chequia,drapeau tchéquie,旗 チェコ,깃발 체코,bandeira tchéquia,bandiera cechia,پرچم چک,bendera ceko,捷克,флаг чехия,bayrak çekya,Jomhoriyat tchek,علم التشيك
1007,côte d’ivoire,flagge côte d’ivoire,bandera côte d’ivoire,drapeau côte d’ivoire,旗 コートジボワール,깃발 코트디부아르,bandeira costa do marfim,bandiera costa d’avorio,پرچم ساحل عاج,bendera côte d’ivoire,科特迪瓦,флаг кот д’ивуар,bayrak côte d’ivoire,Côte d’Ivoire,علم ساحل العاج
1008,denmark,flagge dänemark,bandera dinamarca,drapeau danemark,旗 デンマーク,깃발 덴마크,bandeira dinamarca,bandiera danimarca,پرچم دانمارک,bendera denmark,丹麦,флаг дания,bayrak danimarka,Danmark,علم الدانمرك
1009,diego garcia,flagge diego garcia,bandera diego garcía,drapeau diego garcia,旗 ディエゴガルシア島,깃발 디에고 가르시아,bandeira diego garcia,bandiera diego garcia,پرچم دیه گو گارسیا,bendera diego garcia,迪戈加西亚岛,флаг диего гарсия,bayrak diego garcia,Diego Garcia,علم دييغو غارسيا
1010,djibouti,flagge dschibuti,bandera yibuti,drapeau djibouti,旗 ジブチ,깃발 지부티,bandeira djibuti,bandiera gibuti,پرچم جیبوتی,bendera jibuti,吉布提,флаг джибути,bayrak cibuti,Djibouti,علم جيبوتي
1011,dominica,flagge dominica,bandera dominica,drapeau dominique,旗 ドミニカ国,깃발 도미니카,bandeira dominica,bandiera dominica,پرچم دومینیکا,bendera dominika,多米尼克,флаг доминика,bayrak dominika,Dominica,علم دومينيكا
1012,dominican republic,flagge dominikanische republik,bandera república dominicana,drapeau république dominicaine,旗 ドミニカ共和国,깃발 도미니카 공화국,bandeira república dominicana,bandiera repubblica dominicana,پرچم جمهوری دومینیکن,bendera republik dominika,多米尼加共和国,флаг доминиканская республика,bayrak dominik cumhuriyeti,Jomhoriya Dominikiya,علم جمهورية الدومينيكان
1013,ecuador,flagge ecuador,bandera ecuador,drapeau équateur,旗 エクアドル,깃발 에콰도르,bandeira equador,bandiera ecuador,پرچم اکوادور,bendera ekuador,厄瓜多尔,флаг эквадор,bayrak ekvador,L'equateur,علم الإكوادور
1014,egypt,flagge ägypten,bandera egipto,drapeau égypte,旗 エジプト,깃발 이집트,bandeira egito,bandiera egitto,پرچم مصر,bendera mesir,埃及,флаг египет,bayrak mısır,Misr,علم مصر
1015,el salvador,flagge el salvador,bandera el salvador,drapeau salvador,旗 エルサルバドル,깃발 엘살바도르,bandeira el salvador,bandiera el salvador,پرچم السالوادور,bendera el salvador,萨尔瓦多,флаг сальвадор,bayrak el salvador,Salvador,علم السلفادور
1016,equatorial guinea,flagge äquatorialguinea,bandera guinea ecuatorial,drapeau guinée équatoriale,旗 赤道ギニア,깃발 적도 기니,bandeira guiné equatorial,bandiera guinea equatoriale,پرچم گینهٔ استوایی,bendera guinea ekuatorial,赤道几内亚,флаг экваториальная гвинея,bayrak ekvator ginesi,Ghinia istiwa2ia,علم غينيا الاستوائية
1017,eritrea,flagge eritrea,bandera eritrea,drapeau érythrée,旗 エリトリア,깃발 에리트리아,bandeira eritreia,bandiera eritrea,پرچم اریتره,bendera eritrea,厄立特里亚,флаг эритрея,bayrak eritre,Eritrea,علم إريتريا
1018,estonia,flagge estland,bandera estonia,drapeau estonie,旗 エストニア,깃발 에스토니아,bandeira estônia,bandiera estonia,پرچم استونی,bendera estonia,爱沙尼亚,флаг эстония,bayrak estonya,Estonia,علم إستونيا
1019,eswatini,flagge eswatini,bandera esuatini,drapeau eswatini,旗 エスワティニ,깃발 에스와티니,bandeira essuatíni,bandiera eswatini,پرچم اسواتینی,bendera eswatini,斯威士兰,флаг эсватини,bayrak esvatini,Eswatini,علم إسواتيني
1020,ethiopia,flagge äthiopien,bandera etiopía,drapeau éthiopie,旗 エチオピア,깃발 에티오피아,bandeira etiópia,bandiera etiopia,پرچم اتیوپی,bendera etiopia,埃塞俄比亚,флаг эфиопия,bayrak etiyopya,Ethiopia,علم إثيوبيا
1021,european union,flagge europäische union,bandera unión europea,drapeau union européenne,旗 欧州連合,깃발 유럽 연합,bandeira união europeia,bandiera unione europea,پرچم اتحادیهٔ اروپا,bendera uni eropa,欧盟,флаг европейский союз,bayrak avrupa birliği,Itti7ad europpi,علم الاتحاد الأوروبي
1022,falkland islands,flagge falklandinseln,bandera islas malvinas,drapeau îles malouines,旗 フォークランド諸島,깃발 포클랜드 제도,bandeira ilhas malvinas,bandiera isole falkland,پرچم جزایر فالکلند,bendera kepulauan falkland,福克兰群岛,флаг фолклендские о ва,bayrak falkland adaları,Jozor Falkland,علم جزر فوكلاند
1023,faroe islands,flagge färöer,bandera islas feroe,drapeau îles féroé,旗 フェロー諸島,깃발 페로 제도,bandeira ilhas faroé,bandiera isole fær øer,پرچم جزایر فارو,bendera kepulauan faroe,法罗群岛,флаг фарерские о ва,bayrak faroe adaları,Jozor Faroe,علم جزر فارو
1024,fiji,flagge fidschi,bandera fiyi,drapeau fidji,旗 フィジー,깃발 피지,bandeira fiji,bandiera figi,پرچم فیجی,bendera fiji,斐济,флаг фиджи,bayrak fiji,Fiji,علم فيجي
1025,finland,flagge finnland,bandera finlandia,drapeau finlande,旗 フィンランド,깃발 핀란드,bandeira finlândia,bandiera finlandia,پرچم فنلاند,bendera finlandia,芬兰,флаг финляндия,bayrak finlandiya,Finlanda,علم فنلندا
1026,france,flagge frankreich,bandera francia,drapeau france,旗 フランス,깃발 프랑스,bandeira frança,bandiera francia,پرچم فرانسه,bendera prancis,法国,флаг франция,bayrak fransa,Franssa,علم فرنسا
1027,french guiana,flagge französisch-guayana,bandera guayana francesa,drapeau guyane française,旗 仏領ギアナ,깃발 프랑스령 기아나,bandeira guiana francesa,bandiera guyana francese,پرچم گویان فرانسه,bendera guyana prancis,法属圭亚那,флаг французская гвиана,bayrak fransız guyanası,Guyana franssawia,علم غويانا الفرنسية
1028,french polynesia,flagge französisch-polynesien,bandera polinesia francesa,drapeau polynésie française,旗 仏領ポリネシア,깃발 프랑스령 폴리네시아,bandeira polinésia francesa,bandiera polinesia francese,پرچم پلی نزی فرانسه,bendera polinesia prancis,法属波利尼西亚,флаг французская полинезия,bayrak fransız polinezyası,Polynesia franssawia,علم بولينيزيا الفرنسية
1029,french southern territories,flagge französische süd- und antarktisgebiete,bandera territorios australes franceses,drapeau terres australes françaises,旗 仏領極南諸島,깃발 프랑스령 남방 지역,bandeira territórios franceses do sul,bandiera terre australi francesi,پرچم سرزمین های جنوبی فرانسه,bendera wilayah selatan prancis,法属南部领地,флаг французские южные территории,bayrak fransız güney toprakları,A9alim janoubia franssawia,علم الأقاليم الجنوبية الفرنسية
1030,gabon,flagge gabun,bandera gabón,drapeau gabon,旗 ガボン,깃발 가봉,bandeira gabão,bandiera gabon,پرچم گابن,bendera gabon,加蓬,флаг габон,bayrak gabon,Gabon,علم الغابون
1031,gambia,flagge gambia,bandera gambia,drapeau gambie,旗 ガンビア,깃발 감비아,bandeira gâmbia,bandiera gambia,پرچم گامبیا,bendera gambia,冈比亚,флаг гамбия,bayrak gambiya,Ghambia,علم غامبيا
1032,georgia,flagge georgien,bandera georgia,drapeau géorgie,旗 ジョージア,깃발 조지아,bandeira geórgia,bandiera georgia,پرچم گرجستان,bendera georgia,格鲁吉亚,флаг грузия,bayrak gürcistan,Jorgia,علم جورجيا
1033,germany,flagge deutschland,bandera alemania,drapeau allemagne,旗 ドイツ,깃발 독일,bandeira alemanha,bandiera germania,پرچم آلمان,bendera jerman,德国,флаг германия,bayrak almanya,Almania,علم ألمانيا
1034,ghana,flagge ghana,bandera ghana,drapeau ghana,旗 ガーナ,깃발 가나,bandeira gana,bandiera ghana,پرچم غنا,bendera ghana,加纳,флаг гана,bayrak gana,Ghana,علم غانا
1035,gibraltar,flagge gibraltar,bandera gibraltar,drapeau gibraltar,旗 ジブラルタル,깃발 지브롤터,bandeira gibraltar,bandiera gibilterra,پرچم جبل الطارق,bendera gibraltar,直布罗陀,флаг гибралтар,bayrak cebelitarık,Jabal Tarek,علم جبل طارق
1036,greece,flagge griechenland,bandera grecia,drapeau grèce,旗 ギリシャ,깃발 그리스,bandeira grécia,bandiera grecia,پرچم یونان,bendera yunani,希腊,флаг греция,bayrak yunanistan,Lyounane,علم اليونان
1037,greenland,flagge grönland,bandera groenlandia,drapeau groenland,旗 グリーンランド,깃발 그린란드,bandeira groenlândia,bandiera groenlandia,پرچم گرینلند,bendera greenland,格陵兰,флаг гренландия,bayrak grönland,Greenlanda,علم غرينلاند
1038,grenada,flagge grenada,bandera granada,drapeau grenade,旗 グレナダ,깃발 그레나다,bandeira granada,bandiera grenada,پرچم گرنادا,bendera grenada,格林纳达,флаг гренада,bayrak grenada,Grenada,علم غرينادا
1039,guadeloupe,flagge guadeloupe,bandera guadalupe,drapeau guadeloupe,旗 グアドループ,깃발 과들루프,bandeira guadalupe,bandiera guadalupa,پرچم گوادلوپ,bendera guadeloupe,瓜德罗普,флаг гваделупа,bayrak guadeloupe,Guadeloupe,علم غوادلوب
1040,guam,flagge guam,bandera guam,drapeau guam,旗 グアム,깃발 괌,bandeira guam,bandiera guam,پرچم گوام,bendera guam,关岛,флаг гуам,bayrak guam,Guam,علم غوام
1041,guatemala,flagge guatemala,bandera guatemala,drapeau guatemala,旗 グアテマラ,깃발 과테말라,bandeira guatemala,bandiera guatemala,پرچم گواتمالا,bendera guatemala,危地马拉,флаг гватемала,bayrak guatemala,Guatemala,علم غواتيمالا
1042,guernsey,flagge guernsey,bandera guernesey,drapeau guernesey,旗 ガーンジー,깃발 건지,bandeira guernsey,bandiera guernsey,پرچم گرنزی,bendera guernsey,根西岛,флаг гернси,bayrak guernsey,Guernsey,علم غيرنزي
1043,guinea,flagge guinea,bandera guinea,drapeau guinée,旗 ギニア,깃발 기니,bandeira guiné,bandiera guinea,پرچم گینه,bendera guinea,几内亚,флаг гвинея,bayrak gine,Ghinia,علم غينيا
1044,guinea-bissau,flagge guinea-bissau,bandera guinea-bisáu,drapeau guinée-bissau,旗 ギニアビサウ,깃발 기니비사우,bandeira guiné-bissau,bandiera guinea-bissau,پرچم گینهٔ بیسائو,bendera guinea-bissau,几内亚比绍,флаг гвинея бисау,bayrak gine-bissau,Ghinia Bissau,علم غينيا بيساو
1045,guyana,flagge guyana,bandera guyana,drapeau guyana,旗 ガイアナ,깃발 가이아나,bandeira guiana,bandiera guyana,پرچم گویان,bendera guyana,圭亚那,флаг гайана,bayrak guyana,Guyana,علم غيانا
1046,haiti,flagge haiti,bandera haití,drapeau haïti,旗 ハイチ,깃발 아이티,bandeira haiti,bandiera haiti,پرچم هائیتی,bendera haiti,海地,флаг гаити,bayrak haiti,Haiti,علم هايتي
1047,heard & mcdonald islands,flagge heard und mcdonaldinseln,bandera islas heard y mcdonald,drapeau îles heard-et-macdonald,旗 ハード島・マクドナルド諸島,깃발 허드 맥도널드 제도,bandeira ilhas heard e mcdonald,bandiera isole heard e mcdonald,پرچم هرد و جزایر مک دونالد,bendera pulau heard dan kepulauan mcdonald,赫德岛和麦克唐纳群岛,флаг о ва херд и макдональд,bayrak heard adası ve mcdonald adaları,Jozor Heard w McDonald,علم جزيرة هيرد وجزر ماكدونالد
1048,honduras,flagge honduras,bandera honduras,drapeau honduras,旗 ホンジュラス,깃발 온두라스,bandeira honduras,bandiera honduras,پرچم هندوراس,bendera honduras,洪都拉斯,флаг гондурас,bayrak honduras,Honduras,علم هندوراس
